,Country,Year,Region,Democracy Index,energy_cons,rail_cargo,urban_per,service_per,GDP
521,Gabon,2012,Sub-Saharan Africa,3.56,1.65536,2235.0,86.634,27.4556887815273,17170464000.7824
522,Canada,2011,North America,9.08,548.219153,347824.0,81.096,64.7982061516417,1793326630174.52
523,United States,2011,North America,8.11,3886.633789006,2524585.0,80.944,75.9014962160953,15599728123000.0
524,Austria,2011,Western Europe,8.49,63.095032,20345.0,57.115,62.2762436725454,431685217367.514
525,Belgium,2011,Western Europe,8.05,84.733665,6698.0,97.698,67.9727359630266,523330354138.137
526,Denmark,2011,Western Europe,9.52,33.735034,2614.0,86.957,64.7281586144857,344003137611.271
527,Finland,2011,Western Europe,9.06,82.122658,9395.0,84.313,59.3066596632289,275604356167.318
528,France,2011,Western Europe,7.77,449.868447,34202.0,78.622,70.1796908134547,2865157541994.19
529,Germany,2011,Western Europe,8.34,547.112355,113317.0,77.16,61.79435394051,3749314991050.62
530,Greece,2011,Western Europe,7.65,54.080574,352.0,76.649,70.1497275432319,282995942006.559
531,Ireland,2011,Western Europe,8.56,24.834806,105.0,61.742,65.1266727908789,239003132208.134
532,Italy,2011,Western Europe,7.74,315.890681,19787.0,68.444,66.1845859768924,2294994296589.51
533,Luxembourg,2011,Western Europe,8.88,6.560106,270.0,88.906,78.8372958017318,61696281326.2457
534,Netherlands,2011,Western Europe,8.99,114.93244,6378.0,87.879,68.4517320433791,905270626332.693
535,Norway,2011,Western Europe,9.8,114.889083,3574.0,79.455,50.5772565783691,501360549669.404
536,Portugal,2011,Western Europe,7.81,49.573619,2322.0,61.167,66.3460439466341,245117990242.249
537,Spain,2011,Western Europe,8.02,248.817998,9593.0,78.673,67.6938378191383,1480710495710.13
538,Sweden,2011,Western Europe,9.5,129.411058,22864.0,85.297,63.3063074300445,574094112972.733
539,Switzerland,2011,Western Europe,9.09,56.578672,11526.0,73.631,70.7790766642343,715888126682.396
540,United Kingdom,2011,Western Europe,8.16,328.282185,20973.823473378,81.57,70.2853183881131,2666403005061.42
541,Albania,2011,Central and Eastern Europe,5.81,6.54566,50.0,53.247,44.256372325899,12890760272.5584
542,Azerbaijan,2011,Central and Eastern Europe,3.15,14.55992,7845.0,53.637,27.3238354901885,65952763948.839
543,Belarus,2011,Central and Eastern Europe,3.16,32.42488,49414.0,75.188,44.1312307767417,61762340943.0511
544,Bosnia and Herzegovina,2011,Central and Eastern Europe,5.24,11.54542,1018.0,45.878,55.8147274805154,18644239027.714
545,Bulgaria,2011,Central and Eastern Europe,6.78,31.67922,3291.0,72.638,57.589528562081,57735709913.8851
546,Croatia,2011,Central and Eastern Europe,6.73,16.1057,2438.0,55.322,60.3546183211609,62599775593.221
547,Estonia,2011,Central and Eastern Europe,7.61,7.232831,6271.0,67.965,58.2904046085279,23213994093.4632
548,Georgia,2011,Central and Eastern Europe,4.74,8.38176,6054.8,55.919,61.7029126289803,15107482383.3798
549,Hungary,2011,Central and Eastern Europe,7.04,36.669597,9118.0,69.358,55.997679881865,141942264554.475
550,Kazakhstan,2011,Central and Eastern Europe,3.24,76.20982,219739.8,56.9,48.8890328062873,192626464179.147
551,Kyrgyzstan,2011,Central and Eastern Europe,4.34,8.89286,798.3,35.352,47.8653557076126,6197765941.67975
552,Latvia,2011,Central and Eastern Europe,7.05,6.211933,21410.0,67.869,64.1286764110618,27474380566.265
553,Lithuania,2011,Central and Eastern Europe,7.24,9.329059,15088.0,66.741,58.4836119281284,43535051482.3869
554,Moldova,2011,Central and Eastern Europe,6.32,5.995,1196.0,42.589,53.572447894711,8414351671.7241
555,Montenegro,2011,Central and Eastern Europe,6.15,3.46788,136.0,64.472,60.6176340771402,4544429062.57783
556,North Macedonia,2011,Central and Eastern Europe,6.16,7.7135,479.0,57.092,55.0949403902746,10494626767.6445
557,Poland,2011,Central and Eastern Europe,7.12,133.155458,53746.0,60.78,54.1198384955083,524374222547.901
558,Romania,2011,Central and Eastern Europe,6.54,49.76878,14719.0,53.96,42.3314037914978,192613558645.612
559,Russia,2011,Central and Eastern Europe,3.92,870.92041,2127834.572,73.732,53.7975831644875,2045922727569.78
560,Serbia,2011,Central and Eastern Europe,6.33,29.76958,3611.0,55.215,50.263969996013,49258136128.9672
561,Slovakia,2011,Central and Eastern Europe,7.35,25.83218,7960.0,54.42,57.7074567039302,99922685424.8842
562,Slovenia,2011,Central and Eastern Europe,7.76,12.649656,3752.0,52.883,58.1153929608021,51583869785.1853
563,Tajikistan,2011,Central and Eastern Europe,2.51,13.77772,702.9,26.521,42.4317700383425,6522755783.39257
564,Ukraine,2011,Central and Eastern Europe,5.94,156.279,243866.0,68.689,53.5003535486051,169333838743.705
565,Uzbekistan,2011,Central and Eastern Europe,1.74,40.37394,22482.0,51.15,39.260037092941,60178909297.208
566,Argentina,2011,Latin America and the Caribbean,6.84,113.58529,12198.0,90.99,51.8119007511102,530158176673.789
567,Chile,2011,Latin America and the Caribbean,7.54,59.492265,4118.699224,87.132,54.3697640865635,251224856981.294
568,Mexico,2011,Latin America and the Caribbean,6.93,233.949821,79728.0,78.111,59.9124681240829,1180487226406.78
569,Australia,2011,Asia and Australasia,9.22,225.966257,261420.0,85.3,64.6386816722751,1398456161407.85
570,Bangladesh,2011,Asia and Australasia,5.86,37.133816,693.0,31.225,53.045792114203,128637983882.833
571,China,2011,Asia and Australasia,3.14,4182.66356,2946579.0,50.511,44.2930567346312,7551545321799.88
572,India,2011,Asia and Australasia,7.3,841.71238,625723.0,31.276,45.4421452507073,1823051829894.55
573,Japan,2011,Asia and Australasia,8.08,997.232672,19998.0,91.069,71.6911224449386,6233147172341.35
574,Malaysia,2011,Asia and Australasia,6.19,110.24754,1535.0,71.609,47.766725565489,297951667650.449
575,Mongolia,2011,Asia and Australasia,6.23,3.87594,11418.0,67.963,45.7860011361674,10409797375.1152
576,New Zealand,2011,Asia and Australasia,9.26,40.268685763,4178.0,86.1,64.3534796385401,168291357111.739
577,Pakistan,2011,Asia and Australasia,4.55,79.049,1757.0,35.202,50.9280581995181,213587517187.669
578,South Korea,2011,Asia and Australasia,8.06,481.907834,9996.0,81.923,54.6498502596086,1253223044718.99
579,Sri Lanka,2011,Asia and Australasia,6.58,9.78124,153.9,18.211,53.3645298044492,67753284134.9913
580,Thailand,2011,Asia and Australasia,6.55,145.759771444,2562.0,44.698,50.4268099513695,370818735569.86
581,Vietnam,2011,Asia and Australasia,2.96,94.1197,4101.0,31.08,38.9070141058414,172595034069.162
582,Algeria,2011,Middle East and North Africa,3.44,38.13478,1248.0,68.236,40.4668338116543,200013097903.17
583,Iran,2011,Middle East and North Africa,1.98,186.1383,21008.0,71.2,48.7236875755503,626133112211.111
584,Israel,2011,Middle East and North Africa,7.53,53.737,1099.2,91.892,67.614934697186,266791854430.897
585,Morocco,2011,Middle East and North Africa,3.83,26.8711,5976.0,58.581,48.2264357071252,110080631330.061
586,Sudan,2011,Middle East and North Africa,2.38,6.65872,770.0,33.207,38.0051092550931,78402841444.9524
587,Cameroon,2011,Sub-Saharan Africa,3.41,4.64025,1056.962047,52.164,51.7703818829092,30630910513.0616
588,Eswatini,2011,Sub-Saharan Africa,3.26,1.35321,862.0,22.7,50.1546694355647,4820478592.33503
589,Gabon,2011,Sub-Saharan Africa,3.48,1.55748,2417.0,86.092,25.6325683424911,18210307754.4426
590,Mozambique,2011,Sub-Saharan Africa,4.9,11.3398,1193.4,32.336,47.4100849875653,14381552466.6044
591,Canada,2010,North America,9.08,530.103604,332635.0,80.937,65.7334191252823,1617343367486.26
592,United States,2010,North America,8.18,3889.289875723,2468738.0,80.772,76.2772193576192,15048964444000.0
593,Austria,2010,Western Europe,8.49,63.023378,19833.0,57.399,62.2941578518769,392275107258.677
594,Belgium,2010,Western Europe,8.05,87.404352,6264.0,97.651,67.6576340646489,481420882905.012
595,Denmark,2010,Western Europe,9.52,34.154515,2240.0,86.795,65.3884134359863,321995279401.502
596,Finland,2010,Western Europe,9.19,85.465048,9750.0,83.77,58.9429317062022,249424310816.673
597,France,2010,Western Europe,7.77,473.785653,29965.0,78.369,70.6519707170239,2645187882116.73
598,Germany,2010,Western Europe,8.38,553.832042,107317.0,76.966,62.2586569957885,3399667820000.09
599,Greece,2010,Western Europe,7.92,55.42106,601.0,76.292,70.3335389783951,297124961971.508
600,Ireland,2010,Western Europe,8.79,25.537675,92.0,61.542,66.7044197027238,221913560882.372
601,Italy,2010,Western Europe,7.83,311.707063,18616.0,68.327,66.313973852083,2136099955236.72
602,Luxembourg,2010,Western Europe,8.88,6.644866,309.0,88.547,78.9069308415746,56213985987.4181
603,Netherlands,2010,Western Europe,8.99,113.644574,5925.0,87.134,68.372635863996,847380859016.688
604,Norway,2010,Western Europe,9.8,120.145139,3498.0,79.102,52.2863522035994,431052143940.438
605,Portugal,2010,Western Europe,8.02,51.06156,2313.0,60.567,66.0645589650274,238113003233.289
606,Spain,2010,Western Europe,8.16,251.500892,8577.0,78.442,66.2773408258903,1422108199783.37
607,Sweden,2010,Western Europe,9.5,137.256154,23464.0,85.056,62.8301415303025,495812558843.31
608,Switzerland,2010,Western Europe,9.09,57.480367,11074.0,73.607,71.039676798755,598851028906.58
609,United Kingdom,2010,Western Europe,8.16,339.37752,18576.419860376,81.302,70.716722660463,2491397494467.95
610,Albania,2010,Central and Eastern Europe,5.86,4.44145,66.0,52.163,44.0255879707497,11926926654.0521
611,Azerbaijan,2010,Central and Eastern Europe,3.15,13.56822,8250.0,53.406,27.9335923701872,52909294791.9262
612,Belarus,2010,Central and Eastern Europe,3.34,31.71764,46224.0,74.672,43.474996157587,57231904542.8755
613,Bosnia and Herzegovina,2010,Central and Eastern Europe,5.32,11.06712,877.0,45.558,55.5086556716057,17176320823.1892
614,Bulgaria,2010,Central and Eastern Europe,6.84,30.18372,3064.0,72.302,59.4952030897006,50754203890.7341
615,Croatia,2010,Central and Eastern Europe,6.81,16.27512,2618.0,55.155,60.0072350828542,58693611581.162
616,Estonia,2010,Central and Eastern Europe,7.68,7.503114,6638.0,68.094,59.9220424685995,19523477325.6235
617,Georgia,2010,Central and Eastern Europe,4.59,7.62158,6227.5,55.535,63.0792425853283,12243219360.2985
618,Hungary,2010,Central and Eastern Europe,7.21,36.354719,8809.0,68.911,56.6584293529587,132175349953.713
619,Kazakhstan,2010,Central and Eastern Europe,3.3,72.61356,210713.3,56.827,51.6800394874896,148047348240.643
620,Kyrgyzstan,2010,Central and Eastern Europe,4.31,7.30248,737.7,35.306,49.3384967869844,4794361821.20611
621,Latvia,2010,Central and Eastern Europe,7.05,6.228351,17179.0,67.841,64.4882844850558,23956163076.5575
622,Lithuania,2010,Central and Eastern Europe,7.24,9.114739,13431.0,66.757,60.7263016798309,37128694028.243
623,Moldova,2010,Central and Eastern Europe,6.33,7.107,959.0,42.62,54.5367158254819,6974982391.40094
624,Montenegro,2010,Central and Eastern Europe,6.27,3.25268,150.0,64.14,58.6420871078913,4142983897.83334
625,North Macedonia,2010,Central and Eastern Europe,6.16,7.08726,525.0,57.089,55.0944897735173,9407170388.83362
626,Poland,2010,Central and Eastern Europe,7.05,130.15379,48795.0,60.892,55.2719385820096,475696613935.595
627,Romania,2010,Central and Eastern Europe,6.6,48.34224,12375.0,53.829,45.9850837339635,170029359010.667
628,Russia,2010,Central and Eastern Europe,4.26,860.18224,2011308.0,73.687,53.120212239735,1524916698232.71
629,Serbia,2010,Central and Eastern Europe,6.33,29.08208,3522.0,54.993,51.6954275224558,41819468691.8251
630,Slovakia,2010,Central and Eastern Europe,7.35,25.113489,8105.0,54.685,58.456533093816,91162836320.3524
631,Slovenia,2010,Central and Eastern Europe,7.69,12.093544,3421.0,52.658,58.7564554734751,48208240226.4512
632,Tajikistan,2010,Central and Eastern Europe,2.51,14.0849,808.4,26.52,45.0918966612836,5642221528.67114
633,Turkmenistan,2010,Central and Eastern Europe,1.72,11.1244,11765.0,48.491,28.1435350051273,22583157894.7368
634,Ukraine,2010,Central and Eastern Europe,6.3,152.5179,218083.0,68.596,55.4893203103736,141209163012.941
635,Uzbekistan,2010,Central and Eastern Europe,1.74,39.11402,22281.8,50.956,39.8595567411616,49765676402.4495
636,Argentina,2010,Latin America and the Caribbean,6.84,111.17157,12112.0,90.849,51.4951802052167,423627422092.49
637,Chile,2010,Latin America and the Caribbean,7.67,54.331829,3833.633027,87.074,53.8127811770917,217105434199.5
638,Mexico,2010,Latin America and the Caribbean,6.93,219.213769,78770.0,77.815,60.3628174693829,1057800597973.65
639,Australia,2010,Asia and Australasia,9.22,219.107043,258624.0,85.182,65.7208456638219,1148569537284.62
640,Bangladesh,2010,Asia and Australasia,5.87,34.166931,710.0,30.462,53.4982962820487,115279077465.226
641,China,2010,Asia and Australasia,3.14,3716.55362,2764413.0,49.226,44.1769919215134,6087191720866.69
642,India,2010,Asia and Australasia,7.28,727.51078,600548.0,30.93,45.0337495626191,1675615502766.2
643,Indonesia,2010,Asia and Australasia,6.53,145.0577,7166.0,49.914,40.6659902908934,755094157594.248
644,Japan,2010,Asia and Australasia,8.08,1032.074897,20398.0,90.812,70.5441965333058,5759071769013.11
645,Malaysia,2010,Asia and Australasia,6.19,109.84376,1482.69,70.912,48.4774187579282,255017645207.18
646,Mongolia,2010,Asia and Australasia,6.36,3.79464,10287.0,67.567,44.8404932199456,7189482000.66686
647,New Zealand,2010,Asia and Australasia,9.26,40.468790895,3919.0,86.16,64.3988944733503,146517541181.254
648,South Korea,2010,Asia and Australasia,8.11,458.783746,9452.0,81.936,54.6983573101453,1144066965324.49
649,Thailand,2010,Asia and Australasia,6.55,146.11250505,2701.0,43.856,49.5560986644794,341104766329.17
650,Vietnam,2010,Asia and Australasia,2.94,85.90512,3901.0,30.417,40.6273644146763,147201164066.172
651,Algeria,2010,Middle East and North Africa,3.44,33.8405,1281.0,67.54,39.2460399660962,161207306304.794
652,Egypt,2010,Middle East and North Africa,3.07,143.928,1592.136,43.019,46.2327200397812,218983666061.706
653,Iran,2010,Middle East and North Africa,1.94,182.7144,21779.374,70.626,51.1373145239641,486807616896.703
654,Iraq,2010,Middle East and North Africa,4.0,34.09488,249.463,69.103,39.6860480275684,138516722649.573
655,Israel,2010,Middle East and North Africa,7.48,52.977,1062.0,91.826,66.8450886410418,238364092298.023
656,Jordan,2010,Middle East and North Africa,3.74,12.51676,344.1,86.088,59.1152821637538,27133804225.3521
657,Morocco,2010,Middle East and North Africa,3.79,24.8441,5572.0,58.018,47.1661102421743,100865325482.244
658,Saudi Arabia,2010,Middle East and North Africa,1.84,204.27298,1852.472,82.084,38.6088911857732,528207298529.872
659,Sudan,2010,Middle East and North Africa,2.42,6.04718,925.0,33.089,30.8333184053026,74151157011.5251
660,Syria,2010,Middle East and North Africa,2.31,33.58574,2206.297,55.6,50.1345026330765,252518218262.806
661,Tunisia,2010,Middle East and North Africa,2.79,13.09958,2024.481,66.657,55.8976948687167,46206091937.9628
662,Cameroon,2010,Sub-Saharan Africa,3.41,5.1236,1081.346693,51.559,50.6327279312031,27507501809.2414
663,Eswatini,2010,Sub-Saharan Africa,2.9,1.2819,776.0,22.48,49.552576625361,4438765109.49036
664,Gabon,2010,Sub-Saharan Africa,3.29,1.48786,2238.0,85.533,30.8276344945018,14372593013.8124
665,Mauritania,2010,Sub-Saharan Africa,3.86,0.747,7535.7,46.588,39.9492728035458,5628878865.99027
666,Mozambique,2010,Sub-Saharan Africa,4.9,10.55386,1009.8,31.83,46.9588167199704,11104649065.1649
667,Canada,2008,North America,9.07,559.070389,334824.0,80.578,62.7344542075025,1552989690721.65
668,United States,2008,North America,8.22,3867.360635155,2594631.0,80.438,74.6195360403017,14769857911000.0
669,Austria,2008,Western Europe,8.49,63.38822,21915.0,57.966,61.0266320776577,432051935642.945
670,Belgium,2008,Western Europe,8.16,85.33778,8469.0,97.555,66.9573617790939,517328087920.078
671,Denmark,2008,Western Europe,9.52,34.356,1863.0,86.487,62.3366900284927,353358901702.046
672,Finland,2008,Western Europe,9.25,83.7973,10777.0,83.299,56.2247445499704,285716311136.719
673,France,2008,Western Europe,8.07,462.5325,40436.0,77.868,69.6540318613919,2930303780828.12
674,Germany,2008,Western Europe,8.82,549.904,115652.0,76.575,62.2231385161536,3745264093617.19
675,Greece,2008,Western Europe,8.13,59.65142,786.0,75.568,69.8913824635763,355908689477.445
676,Ireland,2008,Western Europe,9.01,26.355,103.0,61.141,62.5731441921768,275447471451.063
677,Italy,2008,Western Europe,7.98,314.60706,21981.0,68.092,64.7279409151643,2408655348718.59
678,Luxembourg,2008,Western Europe,9.1,6.44188,280.0,87.8,76.8613570571973,58844277701.5258
679,Netherlands,2008,Western Europe,9.53,112.91308,6984.0,85.402,66.2228560656862,951869997864.062
680,Norway,2008,Western Europe,9.68,115.65264,3622.0,78.526,48.1731871166054,464917553191.489
681,Portugal,2008,Western Europe,8.05,48.67142,2549.0,59.359,64.8391188297629,263416394624.084
682,Spain,2008,Western Europe,8.45,258.78754,10662.0,77.976,63.5010333101706,1631863493552.34
683,Sweden,2008,Western Europe,9.88,133.41521,22924.0,84.746,62.4989120091623,517706214656.407
684,Switzerland,2008,Western Europe,9.15,56.52986,12265.0,73.556,69.5719138580679,567273005013.434
685,United Kingdom,2008,Western Europe,8.15,343.63429,21076.885656054,80.757,69.9201811960217,2931683721186.75
686,Albania,2008,Central and Eastern Europe,5.91,5.06626,52.0,49.991,44.6991512719816,12881352878.2501
687,Azerbaijan,2008,Central and Eastern Europe,3.19,16.69734,10021.0,52.99,23.4420936188872,48851318825.7152
688,Belarus,2008,Central and Eastern Europe,3.34,31.03038,48994.0,73.726,37.9914446940769,60752177438.8895
689,Bosnia and Herzegovina,2008,Central and Eastern Europe,5.7,10.56564,1242.0,44.92,53.651324367079,19112801196.8583
690,Bulgaria,2008,Central and Eastern Europe,7.02,31.71058,4693.0,71.622,53.2162517660805,54480697770.0773
691,Croatia,2008,Central and Eastern Europe,7.04,16.00566,3312.0,54.819,57.9687986824283,68342061762.0017
692,Estonia,2008,Central and Eastern Europe,7.68,7.88696,5943.0,68.351,59.5514014147496,24341678628.9732
693,Georgia,2008,Central and Eastern Europe,4.62,7.09154,6529.4,54.765,60.7122448872602,12795147991.8388
694,Hungary,2008,Central and Eastern Europe,7.44,37.72184,9874.0,67.943,56.4601527254515,158325583917.574
695,Kazakhstan,2008,Central and Eastern Europe,3.45,69.05298,215110.6,56.682,52.104868253495,133441649221.732
696,Kyrgyzstan,2008,Central and Eastern Europe,4.05,7.132,945.5,35.285,45.8087821868921,5139958956.02388
697,Latvia,2008,Central and Eastern Europe,7.23,6.84128,19581.0,67.834,65.3283734867085,35854274228.9139
698,Lithuania,2008,Central and Eastern Europe,7.36,9.9867,14748.0,66.848,57.246401239777,47797551587.8823
699,Moldova,2008,Central and Eastern Europe,6.5,8.346,2873.0,42.682,56.4299847430152,6054824433.05825
700,Montenegro,2008,Central and Eastern Europe,6.43,3.47366,185.9,63.475,55.2396907581915,4545674527.61096
701,North Macedonia,2008,Central and Eastern Europe,6.21,7.26374,743.0,57.175,55.1066547759647,9909552355.61558
702,Poland,2008,Central and Eastern Europe,7.3,132.251356,52043.0,61.116,55.9839168742917,533599853342.51
703,Romania,2008,Central and Eastern Europe,7.06,50.264,15236.0,53.567,46.6271335701713,214317174116.581
704,Russia,2008,Central and Eastern Europe,4.48,857.29781,2116240.0,73.598,50.6956877766979,1660848058303.11
705,Serbia,2008,Central and Eastern Europe,6.49,28.93598,4339.0,54.55,48.5590013109068,52194221468.5007
706,Slovakia,2008,Central and Eastern Europe,7.33,26.42378,9299.0,55.111,54.5298058183947,100879902984.983
707,Slovenia,2008,Central and Eastern Europe,7.96,13.2981,3520.0,52.209,55.9348307841295,55779427739.6609
708,Turkmenistan,2008,Central and Eastern Europe,1.72,10.58878,11547.0,47.868,27.2151968870022,19271523178.8079
709,Ukraine,2008,Central and Eastern Europe,6.94,152.487,257006.0,68.325,52.878376373485,188110375778.931
710,Uzbekistan,2008,Central and Eastern Europe,1.74,32.9016,23432.4,49.989,41.3540741805193,29549438883.8338
711,Argentina,2008,Latin America and the Caribbean,6.63,103.69982,12025.0,90.53,50.2551922042782,361558037110.419
712,Mexico,2008,Latin America and the Caribbean,6.78,204.56938,74582.0,77.222,59.522316216063,1109987401386.38
713,Australia,2008,Asia and Australasia,9.09,214.640056,218684.0,84.943,64.4789946682068,1055686110665.53
714,Bangladesh,2008,Asia and Australasia,5.52,28.035,870.0,28.968,52.932121684056,91631278239.3237
715,China,2008,Asia and Australasia,3.04,3070.853,2510628.0,46.539,42.8597797907776,4594336785737.67
716,India,2008,Asia and Australasia,7.8,629.04,521371.0,30.246,45.8825499070063,1198895147694.77
717,Indonesia,2008,Asia and Australasia,6.34,127.3824,5452.0,48.335,37.457515026462,510228634992.258
718,Japan,2008,Asia and Australasia,8.25,954.104,22256.0,89.103,70.2614584639798,5106679413137.57
719,Malaysia,2008,Asia and Australasia,6.36,84.0136,1350.0,69.225,43.9481056537511,230811591306.52
720,Mongolia,2008,Asia and Australasia,6.6,3.6513,8261.0,65.581,39.6705514673849,5623216609.65069
721,New Zealand,2008,Asia and Australasia,9.19,39.2620513957806,4556.0,86.28,64.3305914279379,133131369930.414
722,Pakistan,2008,Asia and Australasia,4.46,68.559,6187.0,34.59,53.1065433626515,170077814106.305
723,South Korea,2008,Asia and Australasia,8.01,402.89236,11566.0,81.733,56.1872404353949,1047339041903.85
724,Vietnam,2008,Asia and Australasia,2.53,66.1187,4106.0,29.128,42.5091596964692,99130304099.1274
725,Algeria,2008,Middle East and North Africa,3.32,30.49982,1562.16,66.097,33.3851848981103,171000699876.747
726,Egypt,2008,Middle East and North Africa,3.89,110.3652,3840.367,43.058,46.6682970407594,162818181818.182
727,Iran,2008,Middle East and North Africa,2.83,162.10814,22140.0,69.458,48.6423388030411,412336172446.849
728,Iraq,2008,Middle East and North Africa,4.0,19.75297,120.634,68.927,34.2660922981463,131614433712.245
729,Israel,2008,Middle East and North Africa,7.48,48.516,1056.0,91.702,66.6663342876957,220529762562.362
730,Jordan,2008,Middle East and North Africa,3.93,11.28716,449.0,83.692,58.7905592630613,22658730357.2361
731,Morocco,2008,Middle East and North Africa,3.88,21.75128,4959.0,56.886,46.5404621185897,101822906946.027
732,Saudi Arabia,2008,Middle East and North Africa,1.9,174.236,1748.0,81.649,30.5115317296606,519796738631.128
733,Syria,2008,Middle East and North Africa,2.18,29.92976,2370.473,54.875,47.0193132521262,218089977728.285
734,Tunisia,2008,Middle East and North Africa,2.96,11.52436,2073.0,66.093,55.0762394795308,44859452038.1178
735,Cameroon,2008,Sub-Saharan Africa,3.46,4.94168,978.0,50.35,49.5994999239833,27715142005.5704
736,Gabon,2008,Sub-Saharan Africa,3.0,1.444,2485.0,84.359,28.9831186458055,15571348329.2279
737,Mauritania,2008,Sub-Saharan Africa,3.91,0.6508,7565.64,44.788,39.238285130247,5206437120.9471
738,Mozambique,2008,Sub-Saharan Africa,5.49,9.77522,717.7,30.832,46.9248407238138,12556173242.7736
739,South Africa,2008,Sub-Saharan Africa,7.91,213.62507,113342.0,61.154,61.5371405407045,316131245860.682
740,Canada,2006,North America,9.07,550.193991,341514.0,80.213,62.7231931063883,1319264809590.97
741,United States,2006,North America,8.22,3817.374049601,2586836.0,80.099,73.7013684205001,13815586948000.0
742,Austria,2006,Western Europe,8.69,62.95548,20980.0,58.532,60.7033786497088,336280064332.411
743,Belgium,2006,Western Europe,8.15,85.5111,8587.0,97.454,66.148949028376,408259840868.823
744,Denmark,2006,Western Europe,9.52,34.97284,1885.0,86.098,60.9398964996145,282885978374.285
745,Finland,2006,Western Europe,9.25,87.1797,11060.0,83.037,54.9529488655095,217089269791.764
746,France,2006,Western Europe,8.07,447.83318,41179.0,77.377,68.7173829411125,2320536221304.7
747,Germany,2006,Western Europe,8.82,548.7564,107008.0,76.179,62.7234306606068,2994703642023.53
748,Greece,2006,Western Europe,8.13,55.8125,662.0,74.827,65.4215157397564,273546728473.073
749,Ireland,2006,Western Europe,9.01,25.08454,207.0,60.738,56.9183200417932,232180617162.279
750,Italy,2006,Western Europe,7.73,313.76748,22907.0,67.856,64.2518182031302,1949551719389.64
751,Luxembourg,2006,Western Europe,9.1,6.44118,441.0,87.009,75.9521165224508,42910146296.0646
752,Netherlands,2006,Western Europe,9.66,109.85752,6289.0,83.636,65.905848299364,733955269898.823
753,Norway,2006,Western Europe,9.55,110.46378,3351.0,77.95,47.8463695198508,346913357588.358
754,Portugal,2006,Western Europe,8.16,48.03012,2529.0,58.137,62.9469119325051,208756449275.848
755,Spain,2006,Western Europe,8.34,251.56151,11599.0,77.502,60.0397679670619,1260398977831.76
756,Sweden,2006,Western Europe,9.88,135.60741,22271.0,84.43,62.0527871637855,423090618042.966
757,Switzerland,2006,Western Europe,9.02,55.65783,12466.0,73.504,69.478997451051,441619409123.416
758,United Kingdom,2006,Western Europe,8.08,348.44823,21918.784355994,80.199,69.4174576005356,2709978165671.04
759,Albania,2006,Central and Eastern Europe,5.91,3.16042,36.0,47.815,43.5234063031734,8896074996.35876
760,Azerbaijan,2006,Central and Eastern Europe,3.31,19.43242,11059.0,52.589,23.3140583158187,20981929497.6188
761,Belarus,2006,Central and Eastern Europe,3.34,30.36508,45723.0,72.816,40.8328812746793,36961822468.2015
762,Bosnia and Herzegovina,2006,Central and Eastern Europe,5.78,8.47288,372.0,44.282,52.5945337136241,12864842268.5435
763,Bulgaria,2006,Central and Eastern Europe,7.1,30.03836,5396.0,70.932,52.9401118883602,34380543845.3973
764,Croatia,2006,Central and Eastern Europe,7.04,14.97544,3305.0,54.483,56.714660163463,49532592592.8832
765,Estonia,2006,Central and Eastern Europe,7.74,7.32888,10418.0,68.607,57.8680559189266,17022870405.2189
766,Georgia,2006,Central and Eastern Europe,4.9,6.69368,7378.7,53.992,55.2244758845242,7745249283.88222
767,Hungary,2006,Central and Eastern Europe,7.53,36.90062,10167.0,66.895,56.1094948127592,115715618613.052
768,Kyrgyzstan,2006,Central and Eastern Europe,4.08,7.101,751.8,35.289,43.3774662763917,2834168893.27265
769,Latvia,2006,Central and Eastern Europe,7.37,6.4277,16831.0,67.967,64.5328113481999,21570076498.6205
770,Lithuania,2006,Central and Eastern Europe,7.43,9.32336,12896.0,66.706,56.3545504022714,30183575103.5262
771,Moldova,2006,Central and Eastern Europe,6.5,9.099,3656.0,42.744,52.6490324887161,3408255364.03198
772,Montenegro,2006,Central and Eastern Europe,6.57,3.66888,133.0,62.803,55.8457229323539,2721903148.91482
773,North Macedonia,2006,Central and Eastern Europe,6.33,6.78346,614.0,57.383,56.2859873372357,6861227018.42078
774,Poland,2006,Central and Eastern Europe,7.3,125.712265,53427.0,61.341,56.1878232443234,344626630395.377
775,Romania,2006,Central and Eastern Europe,7.06,48.882,15791.0,53.305,48.253514239885,122023721512.528
776,Russia,2006,Central and Eastern Europe,5.02,818.24968,1950830.0,73.508,49.7214755623913,989932059220.667
777,Serbia,2006,Central and Eastern Europe,6.62,28.068,4232.0,54.105,47.6008404451722,32482070360.3204
778,Slovakia,2006,Central and Eastern Europe,7.4,25.43634,9988.0,55.412,53.4056262771922,70767338922.4411
779,Slovenia,2006,Central and Eastern Europe,7.96,13.65646,3373.0,51.758,55.6182025482342,39481045038.2637
780,Tajikistan,2006,Central and Eastern Europe,2.45,14.632,1220.1,26.512,40.8678978490016,2830213562.60217
781,Turkmenistan,2006,Central and Eastern Europe,1.83,9.67,10441.0,47.308,45.6114432109308,10276674364.8961
782,Ukraine,2006,Central and Eastern Europe,6.94,147.998,240810.0,67.969,49.823191473546,111884752475.248
783,Uzbekistan,2006,Central and Eastern Europe,1.85,37.197,19281.4,49.021,37.9585228805817,17330833852.919
